gene_id	chrom	start	end	strand	unique_count	effective_count
YCL054W	III	31449	33974	+	10	10.000
YCL052C	III	34143	35393	-	37	37.000
YCL051W	III	35865	37616	+	8	8.000
YCL050C	III	37836	38801	-	44	44.000
YCL049C	III	39786	40724	-	36	36.000
YCL048W-A	III	41488	41727	+	39	39.000
YCL048W	III	42165	43556	+	4	4.000
YCL047C	III	43661	44437	-	3	3.000
YCL045C	III	44623	46905	-	64	64.000
YCL046W	III	46640	46963	+	0	0.000
YCL044C	III	47111	48364	-	34	34.000
YCL043C	III	48653	50221	-	319	327.972
YCL041C	III	50133	50627	-	1	1.028
YCL042W	III	50584	50943	+	0	0.000
YCL040W	III	50838	52340	+	1120	1215.000
YCL039W	III	52645	54882	+	33	33.000
YCL038C	III	54941	56527	-	55	55.000
YCL037C	III	57374	58678	-	0	0.000
YCL036W	III	59026	60726	+	0	0.000
YCL035C	III	60841	61173	-	67	67.000
YCL034W	III	61658	62722	+	34	34.010
YCL033C	III	62776	63282	-	44	44.000
YCL032W	III	63441	64481	+	15	15.000
YCL031C	III	64675	65568	-	8	8.000
YCL030C	III	65934	68333	-	111	111.000
YCL029C	III	68599	69921	-	6	6.000
YCL028W	III	70150	71367	+	66	66.000
YCL027W	III	71803	73341	+	4	4.000
YCL026C-B	III	73405	73986	-	27	27.000
YCL026C-A	III	74704	75285	-	0	0.000
YCL025C	III	76018	77919	-	6	6.000
YCL023C	III	78949	79296	-	0	0.000
YCL024W	III	79162	82275	+	8	8.000
YCL022C	III	81570	82085	-	0	0.000
tE(UUC)C	III	82462	82533	-	0	0.000
YCL021W-A	III	83620	83997	+	1	1.000
YCL020W	III	85102	86418	+	0	0.000
YCL019W	III	85102	90415	+	7	39.748
tL(CAA)C	III	90859	90972	+	1	1.000
YCL018W	III	91324	92418	+	120	120.000
YCL017C	III	92777	94270	-	59	59.000
YCL016C	III	94621	95763	-	3	3.077
YCL014W	III	96281	101191	+	13	13.000
YCL012C	III	101317	101788	-	13	13.000
YCL011C	III	102075	103358	-	33	33.000
YCL010C	III	103571	104350	-	5	5.000
YCL009C	III	104619	105548	-	246	246.972
YCL008C	III	105696	106853	-	7	7.028
YCL007C	III	106974	107366	-	1	1.000
YCL005W-A	III	107023	107417	+	28	28.000
snR43	III	107504	107712	-	7	7.000
YCL005W	III	108021	108791	+	16	16.000
YCL004W	III	109105	110670	+	10	10.000
YCL002C	III	110808	111675	-	17	17.000
YCL001W	III	111916	112482	+	40	40.000
YCL001W-A	III	113080	113541	+	0	0.000
YCL001W-B	III	113770	114024	+	13	14.000
YCR001W	III	115685	115999	+	1	1.000
YCR002C	III	117380	118348	-	62	62.000
YCR003W	III	118620	119171	+	7	7.000
YCR004C	III	119575	120318	-	266	266.000
YCR005C	III	120946	122328	-	153	153.987
YCR006C	III	122530	123003	-	2	2.013
tP(AGG)C	III	123577	123648	-	1	1.000
YCR007C	III	126011	126730	-	5	5.000
tN(GUU)C	III	127716	127789	+	0	0.000
YCR008W	III	128470	130281	+	24	24.000
YCR009C	III	130745	131542	-	32	32.000
YCR010C	III	132273	133124	-	275	275.000
YCR011C	III	133724	136873	-	38	38.000
YCR012W	III	137746	138996	+	3506	3509.894
YCR013C	III	138402	139049	-	67	67.605
YCR014C	III	139185	140933	-	17	17.000
YCR015C	III	141217	142170	-	5	5.000
snR33	III	142364	142546	-	4	4.000
tG(GCC)C	III	142701	142771	-	0	0.000
YCR016W	III	143634	144506	+	4	4.000
YCR017C	III	144773	147634	-	112	112.000
YCR018C	III	148238	148903	-	30	30.000
tM(CAU)C	III	149920	149991	+	0	0.000
tK(CUU)C	III	151284	151356	-	0	0.000
YCR018C-A	III	151608	151862	-	20	23.385
YCR019W	III	152837	153928	+	14	14.000
YCR020C	III	154012	154659	-	13	13.650
YCR020C-A	III	154830	155096	-	7	7.350
YCR020W-B	III	155320	155556	+	2	2.000
YCR021C	III	156109	157107	-	111	111.000
YCR022C	III	157421	157765	-	1	1.000
YCR023C	III	158538	160373	-	32	32.000
YCR024C	III	160744	162222	-	11	11.000
YCR024C-B	III	162599	162865	-	291	313.337
YCR024C-A	III	162945	163067	-	296	317.647
YCR025C	III	163446	163856	-	5	5.000
YCR026C	III	164111	166339	-	24	24.000
YCR027C	III	167370	167999	-	10	10.000
tQ(UUG)C	III	168301	168372	-	0	0.000
YCR028C	III	170886	172424	-	27	27.000
YCR028C-A	III	172950	173440	-	96	96.000
YCR030C	III	173826	176438	-	63	63.000
snR65	III	177183	177282	+	0	0.000
YCR031C	III	177500	178220	-	326	326.221
snR189	III	178610	178798	-	0	0.000
YCR032W	III	179520	186023	+	5	5.000
YCR033W	III	186489	190169	+	14	14.000
YCR034W	III	190592	191635	+	69	69.000
YCR035C	III	191834	193018	-	11	11.000
YCR036W	III	193297	194298	+	37	37.000
YCR037C	III	194414	197185	-	26	26.000
YCR038C	III	197621	199549	-	6	6.261
YCR038W-A	III	199293	199418	+	0	0.000
YCR039C	III	199546	200178	-	1	17.739
YCR040W	III	200442	200969	+	0	1.000
YCR041W	III	200911	201243	+	0	1.000
YCR042C	III	201174	205397	-	10	10.000
YCR043C	III	206261	206644	-	13	13.000
YCR044C	III	206877	207950	-	24	24.000
YCR045C	III	208135	209610	-	2	2.000
YCR045W-A	III	208751	209101	+	1	1.000
YCR046C	III	209914	210423	-	25	25.000
YCR047C	III	210718	211545	-	16	16.000
YCR047W-A	III	211301	211507	+	0	0.000
YCR049C	III	211871	212317	-	1	1.000
YCR048W	III	211929	213761	+	12	12.000
YCR050C	III	213464	213772	-	0	0.000
YCR051W	III	214071	214739	+	49	49.000
YCR052W	III	214994	216445	+	17	17.000
YCR053W	III	216697	218241	+	71	71.020
YCR054C	III	218376	220067	-	4	4.000
YCR057C	III	220457	223228	-	8	8.000
YCR059C	III	223454	224230	-	12	12.000
YCR060W	III	224399	224734	+	19	19.000
YCR061W	III	225563	227458	+	24	24.000
tS(CGA)C	III	227942	228042	+	0	0.000
YCR064C	III	228095	228505	-	0	0.000
YCR063W	III	228318	228791	+	1	1.000
YCR065W	III	229310	231004	+	17	17.000
YCR066W	III	231500	232963	+	1	1.000
YCR067C	III	233125	236322	-	29	29.000
YCR068W	III	237214	238776	+	16	16.000
YCR069W	III	239055	240011	+	98	98.000
YCR071C	III	240103	240543	-	13	13.000
YCR072C	III	240805	242352	-	8	8.000
YCR073C	III	242588	246583	-	12	12.000
YCR073W-A	III	246963	247910	+	53	53.000
YCR075C	III	248033	248815	-	14	14.000
YCR075W-A	III	248975	249202	+	12	12.000
YCR076C	III	249293	250045	-	19	19.000
YCR077C	III	250238	252628	-	44	44.000
YCR079W	III	252845	254173	+	48	48.000
YCR081W	III	254371	258654	+	4	4.046
YCR081C-A	III	258415	258651	-	0	0.000
YCR082W	III	258883	259269	+	83	83.954
YCR083W	III	259578	259961	+	21	21.000
YCR084C	III	260311	262452	-	116	116.000
YCR085W	III	262916	263269	+	0	0.000
YCR086W	III	263392	263964	+	7	7.000
YCR087W	III	263976	264491	+	0	0.000
YCR087C-A	III	264006	264467	-	3	3.000
YCR088W	III	265068	266846	+	34	34.000
YCR089W	III	267434	272263	+	10	10.000
YCR090C	III	272315	272863	-	12	12.000
YCR091W	III	274404	276566	+	11	11.000
YCR092C	III	276764	279820	-	6	6.000
YCR093W	III	280117	286443	+	34	34.000
YCR094W	III	286762	287937	+	7	7.000
YCR095C	III	288170	289258	-	8	8.000
YCR095W-A	III	289639	289797	+	1	1.000
YCR096C	III	293179	293538	-	0	0.000
YCR097W	III	293835	294321	+	20	20.000
YCR097W-A	III	294439	294705	+	0	0.000
tT(AGU)C	III	295484	295556	+	0	0.000
YCR098C	III	297049	298605	-	4	4.000
YCR099C	III	300832	301299	-	2	2.000
YCR100C	III	301271	302221	-	3	3.000
YCR101C	III	302482	303030	-	0	0.000
YCR102C	III	304361	305467	-	7	7.000
YCR102W-A	III	306735	306932	+	0	0.000
YCR104W	III	307801	308175	+	0	0.000
YCR105W	III	309070	310155	+	0	0.000
YCR106W	III	310958	313456	+	0	0.000
YCR107W	III	313890	314981	+	0	0.000
YCR108C	III	315997	316188	-	0	0.000
YDL248W	IV	1802	2953	+	60	60.908
YDL247W-A	IV	3762	3836	+	4	4.000
YDL247W	IV	5985	7814	+	0	0.000
YDL246C	IV	8683	9756	-	24	24.000
YDL245C	IV	11657	13360	-	45	45.938
YDL244W	IV	16204	17226	+	6	6.443
YDL243C	IV	17577	18566	-	14	14.000
YDL242W	IV	18959	19312	+	6	6.000
YDL241W	IV	20635	21006	+	1	1.000
YDL240C-A	IV	22471	22608	-	0	0.000
YDL240W	IV	22823	25876	+	5	5.000
YDL239C	IV	26403	28775	-	14	14.000
YDL238C	IV	28985	30454	-	13	13.000
YDL237W	IV	30657	31829	+	25	25.000
YDL236W	IV	32296	33234	+	33	33.000
YDL235C	IV	33415	33918	-	14	14.000
YDL234C	IV	34237	36477	-	37	37.000
YDL233W	IV	36797	38173	+	13	13.000
YDL232W	IV	38487	38597	+	40	40.000
YDL231C	IV	38867	42244	-	22	22.000
YDL230W	IV	42700	43707	+	13	13.000
YDL229W	IV	44065	45906	+	177	209.023
YDL228C	IV	45277	45918	-	2	2.010
YDL227C	IV	46271	48031	-	2	2.000
YDL226C	IV	51115	52173	-	33	33.000
YDL225W	IV	52445	54100	+	8	8.000
YDL224C	IV	54397	56346	-	54	54.006
YDL223C	IV	57265	60405	-	96	96.000
YDL222C	IV	60872	61801	-	90	90.000
YDL221W	IV	62011	62562	+	6	6.000
YDL220C	IV	62244	65018	-	6	6.000
YDL219W	IV	65242	65765	+	8	8.000
YDL218W	IV	66493	67446	+	10	10.000
YDL217C	IV	67983	68606	-	14	14.000
YDL216C	IV	68997	70319	-	9	9.000
YDL215C	IV	70640	73918	-	190	190.000
YDL214C	IV	74446	76545	-	117	117.000
YDL213C	IV	77289	77966	-	11	11.000
YDL212W	IV	78426	79058	+	89	89.000
YDL211C	IV	79294	80412	-	10	10.000
tG(GCC)D1	IV	83548	83618	+	0	0.000
YDL210W	IV	84270	85985	+	9	9.000
YDL209C	IV	86207	87226	-	6	6.000
YDL208W	IV	87512	87982	+	10	10.000
YDL207W	IV	88248	89864	+	12	12.000
YDL206W	IV	90176	92464	+	19	19.000
YDL205C	IV	92762	93745	-	11	11.000
YDL204W	IV	94605	95786	+	110	110.000
YDL203C	IV	96082	97953	-	15	15.000
YDL202W	IV	98475	99224	+	14	14.000
YDL201W	IV	99561	100421	+	7	7.000
YDL200C	IV	100501	101067	-	17	17.000
YDL199C	IV	101290	103353	-	46	46.000
YDL198C	IV	103649	104551	-	73	73.000
YDL197C	IV	104917	106494	-	13	13.000
YDL196W	IV	106741	107070	+	0	0.000
YDL195W	IV	107208	111029	+	104	104.000
YDL194W	IV	111580	114234	+	20	20.000
YDL193W	IV	114672	115799	+	6	6.000
YDL192W	IV	116321	116866	+	85	85.000
YDL191W	IV	117664	118517	+	133	152.396
YDL190C	IV	118707	121592	-	14	14.000
YDL189W	IV	122216	123589	+	5	5.000
YDL188C	IV	123865	124998	-	44	44.000
YDL187C	IV	125509	125838	-	2	2.000
YDL186W	IV	125616	126449	+	5	5.000
YDL185C-A	IV	126608	126835	-	0	0.000
YDL185W	IV	126787	130002	+	196	196.000
YDL184C	IV	130407	130484	-	287	287.000
YDL183C	IV	130871	131833	-	3	3.000
YDL182W	IV	133437	134723	+	61	62.975
YDL181W	IV	135179	135436	+	162	162.000
YDL180W	IV	135896	137539	+	23	23.000
YDL179W	IV	138291	139205	+	11	11.000
YDL178W	IV	139522	141114	+	43	43.000
YDL177C	IV	141209	141721	-	2	2.000
YDL176W	IV	142097	144223	+	9	9.000
YDL175C	IV	144484	145518	-	9	9.000
YDL174C	IV	145826	147589	-	95	95.000
YDL173W	IV	148191	149078	+	21	21.000
YDL172C	IV	148607	149086	-	1	1.000
YDL171C	IV	149203	155640	-	204	204.000
YDL170W	IV	156318	157904	+	30	30.000
YDL169C	IV	158064	158735	-	9	9.000
YDL168W	IV	159604	160764	+	32	32.000
YDL167C	IV	160995	163154	-	7	7.000
YDL166C	IV	163449	164042	-	6	6.000
YDL165W	IV	164290	164865	+	20	20.606
YDL164C	IV	164987	167254	-	13	13.394
YDL163W	IV	166956	167258	+	0	0.000
YDL162C	IV	167359	167715	-	0	0.000
YDL161W	IV	167714	169078	+	21	21.000
YDL160C-A	IV	169366	169608	-	10	10.000
YDL160C	IV	170410	171930	-	11	11.000
YDL159W-A	IV	172182	172313	+	0	0.000
YDL159W	IV	172481	174028	+	12	12.000
YDL159C-B	IV	173056	173232	-	0	0.000
YDL158C	IV	173866	174174	-	1	1.000
YDL157C	IV	174232	174588	-	13	13.000
YDL156W	IV	174918	176486	+	3	3.000
YDL155W	IV	176773	178056	+	21	21.000
YDL154W	IV	178334	181039	+	7	7.000
YDL153C	IV	181186	183018	-	13	13.000
YDL152W	IV	182822	183187	+	0	0.000
YDL151C	IV	183318	183899	-	0	0.000
YDL150W	IV	183343	184611	+	7	7.000
YDL149W	IV	184925	187918	+	8	8.000
YDL148C	IV	188154	190586	-	6	6.000
YDL147W	IV	190924	192261	+	63	63.000
YDL146W	IV	192750	194225	+	6	6.000
YDL145C	IV	194571	198176	-	86	86.000
YDL144C	IV	198662	199732	-	26	26.000
YDL143W	IV	199996	201582	+	60	60.000
YDL142C	IV	201719	202570	-	14	14.000
YDL141W	IV	203039	205111	+	17	17.000
YDL140C	IV	205360	210561	-	96	96.000
YDL139C	IV	211375	212046	-	1	1.000
YDL138W	IV	213351	215642	+	26	26.000
YDL137W	IV	216529	217074	+	253	253.000
YDL136W	IV	217600	218367	+	59	67.604
YDL135C	IV	218680	219288	-	22	22.000
YDL134C	IV	219662	220771	-	68	68.000
YDL133C-A	IV	221724	221801	-	163	163.000
YDL133W	IV	222427	223740	+	23	23.000
YDL132W	IV	224304	226751	+	22	22.000
YDL131W	IV	227393	228715	+	124	128.367
YDL130W-A	IV	229171	229431	+	111	111.000
YDL130W	IV	229906	230527	+	329	329.000
YDL129W	IV	231024	231899	+	5	5.000
YDL128W	IV	232652	233887	+	123	123.000
YDL127W	IV	234927	235853	+	5	5.000
YDL126C	IV	236157	238664	-	254	254.679
YDL125C	IV	239019	239606	-	201	201.000
YDL124W	IV	240259	241197	+	183	183.000
YDL123W	IV	241418	241840	+	48	48.000
YDL122W	IV	242552	244981	+	16	16.000
YDL121C	IV	245133	245582	-	14	14.000
YDL120W	IV	245923	246447	+	42	42.000
YDL119C	IV	246689	247612	-	7	7.000
YDL118W	IV	247302	247682	+	0	0.000
YDL117W	IV	248581	251238	+	9	9.000
YDL116W	IV	251566	253746	+	14	14.000
YDL115C	IV	253995	255126	-	13	13.000
YDL114W-A	IV	254935	255048	+	0	0.000
YDL114W	IV	255604	256530	+	0	0.000
YDL113C	IV	256633	258555	-	9	9.000
YDL112W	IV	258915	263225	+	19	19.000
YDL111C	IV	263313	264110	-	14	14.000
YDL110C	IV	264512	264964	-	126	126.000
YDL109C	IV	265258	267201	-	5	5.000
YDL108W	IV	267698	268699	+	11	11.000
YDL107W	IV	268921	269976	+	14	14.000
YDL106C	IV	270222	271901	-	14	14.000
YDL105W	IV	272389	273597	+	1	1.000
YDL104C	IV	273653	274876	-	8	8.000
YDL103C	IV	275148	276581	-	20	20.000
YDL102W	IV	276872	280165	+	20	20.000
YDL101C	IV	280307	281848	-	13	13.000
YDL100C	IV	282112	283176	-	72	72.000
YDL099W	IV	283419	284444	+	22	22.000
YDL098C	IV	284581	285165	-	2	2.000
YDL097C	IV	285391	286695	-	143	143.000
YDL096C	IV	286998	287324	-	0	0.000
YDL095W	IV	287059	289512	+	63	63.000
YDL094C	IV	289572	290081	-	0	0.000
YDL093W	IV	289909	292140	+	15	15.000
YDL092W	IV	292781	293221	+	14	14.000
YDL091C	IV	293392	294759	-	18	18.000
YDL090C	IV	295034	296329	-	20	20.000
YDL089W	IV	296820	298274	+	7	7.000
YDL088C	IV	298417	300003	-	14	14.000
YDL087C	IV	300214	300999	-	1	1.000
YDL086W	IV	301413	302234	+	98	98.000
YDL086C-A	IV	301655	302089	-	2	2.000
YDL085C-A	IV	302464	302670	-	6	6.000
YDL085W	IV	303211	304848	+	85	85.000
YDL084W	IV	305237	306577	+	107	107.000
YDL083C	IV	306926	307789	-	188	188.160
YDL082W	IV	308424	309388	+	77	77.000
YDL081C	IV	309802	310122	-	354	354.000
YDL080C	IV	310642	312471	-	11	11.000
YDL079C	IV	312951	314748	-	39	39.000
YDL078C	IV	315357	316388	-	220	220.000
YDL077C	IV	316971	320120	-	10	10.000
YDL076C	IV	320668	321552	-	19	19.000
YDL075W	IV	322226	322988	+	114	114.000
snR63	IV	323217	323471	-	2	2.000
YDL074C	IV	324047	326149	-	12	12.000
YDL073W	IV	326613	329567	+	12	12.000
YDL072C	IV	329836	330447	-	160	160.000
YDL071C	IV	330666	331040	-	8	8.000
YDL070W	IV	331024	332940	+	52	52.000
YDL069C	IV	333121	333810	-	8	8.000
YDL068W	IV	333500	333829	+	0	0.000
YDL067C	IV	334217	334396	-	196	196.000
YDL066W	IV	334835	336121	+	44	44.000
YDL065C	IV	336249	337277	-	13	13.000
YDL064W	IV	337487	338070	+	20	20.000
YDL063C	IV	338272	340134	-	7	7.000
YDL062W	IV	339857	340282	+	0	0.000
YDL061C	IV	340628	340798	-	212	212.000
YDL060W	IV	341619	343985	+	8	8.000
YDL059C	IV	344237	344953	-	4	4.000
YDL058W	IV	345665	351037	+	14	14.000
YDL057W	IV	351434	352420	+	13	13.000
YDL056W	IV	352877	355378	+	16	16.000
YDL055C	IV	355674	356759	-	331	331.000
tK(UUU)D	IV	359577	359672	+	0	0.000
YDL054C	IV	359825	361285	-	92	92.000
YDL053C	IV	361699	362256	-	31	31.000
YDL052C	IV	362672	363583	-	45	45.000
YDL051W	IV	363952	364779	+	20	20.000
YDL050C	IV	364446	364817	-	1	1.000
YDL049C	IV	365068	365874	-	32	32.000
YDL048C	IV	366739	368211	-	28	28.000
YDL047W	IV	369771	370706	+	41	41.000
YDL046W	IV	371240	371761	+	359	359.000
YDL045W-A	IV	372248	372535	+	19	19.000
YDL045C	IV	372688	373608	-	16	16.000
YDL044C	IV	373967	375289	-	8	8.000
YDL043C	IV	375680	376480	-	3	3.000
YDL042C	IV	376757	378445	-	6	6.000
YDL041W	IV	378102	378455	+	0	0.000
YDL040C	IV	378874	381438	-	27	27.000
YDL039C	IV	381985	384081	-	12	12.000
YDL037C	IV	384601	385587	-	2	2.000
YDL036C	IV	387513	388901	-	7	7.000
YDL035C	IV	389172	392057	-	22	22.000
YDL034W	IV	391783	392127	+	0	0.000
YDL033C	IV	392659	393912	-	12	12.000
YDL032W	IV	393690	394001	+	0	0.000
YDL031W	IV	394217	397204	+	12	12.000
YDL030W	IV	397537	399129	+	8	8.000
YDL029W	IV	399340	400638	+	82	82.000
YDL028C	IV	400997	403291	-	13	13.000
YDL027C	IV	403695	404957	-	48	48.000
YDL026W	IV	404749	405060	+	0	0.000
YDL025C	IV	405344	407206	-	14	14.000
YDL025W-A	IV	405410	405514	+	0	0.000
YDL024C	IV	408451	409857	-	10	10.000
YDL022C-A	IV	409808	410056	-	0	0.000
tA(AGC)D	IV	410379	410451	+	0	0.000
YDL023C	IV	411761	412081	-	1	1.000
YDL022W	IV	411825	413000	+	209	209.000
YDL021W	IV	413953	414888	+	7	7.000
YDL020C	IV	415113	416708	-	89	89.000
YDL019C	IV	417663	421514	-	34	34.000
YDL018C	IV	422833	423510	-	19	19.000
YDL017W	IV	424209	425732	+	2	2.000
YDL016C	IV	425570	425872	-	1	1.071
YDL015C	IV	426002	426934	-	55	58.929
YDL014W	IV	427364	428347	+	52	52.000
YDL013W	IV	429067	430926	+	10	10.000
YDL012C	IV	431108	431517	-	13	13.000
YDL011C	IV	432308	432631	-	0	0.000
YDL010W	IV	432330	433025	+	21	21.000
YDL009C	IV	432925	433248	-	5	5.000
YDL008W	IV	433497	433994	+	10	10.000
tT(AGU)D	IV	434264	434336	-	0	0.000
YDL007C-A	IV	436567	436824	-	0	0.000
tS(AGA)D1	IV	437772	437853	+	0	0.000
YDL007W	IV	438047	439360	+	73	73.000
YDL006W	IV	439909	440754	+	9	9.000
YDL005C	IV	441014	442309	-	13	13.000
YDL004W	IV	443029	443511	+	210	210.000
YDL003W	IV	444683	446383	+	13	13.000
YDL002C	IV	446967	447578	-	8	8.000
YDL001W	IV	447984	449276	+	5	5.000
YDR001C	IV	450220	452475	-	75	75.000
YDR002W	IV	453045	453650	+	41	41.000
YDR003W	IV	454122	454754	+	32	32.000
YDR003W-A	IV	454782	454904	+	7	7.000
YDR004W	IV	455201	456583	+	15	15.000
YDR005C	IV	456836	458103	-	38	38.000
YDR006C	IV	458542	461247	-	17	17.000
YDR007W	IV	461842	462516	+	43	43.000
YDR008C	IV	462252	462602	-	1	1.000
YDR009W	IV	463434	464996	+	13	13.000
YDR010C	IV	465051	465383	-	5	5.000
YDR011W	IV	465919	470424	+	50	50.000
YDR012W	IV	471853	472941	+	452	612.978
YDR013W	IV	473157	473783	+	2	2.000
YDR014W	IV	474046	475989	+	5	5.000
YDR014W-A	IV	477797	478285	+	1	1.000
YDR015C	IV	477960	478199	-	0	0.000
YDR016C	IV	478474	478758	-	10	10.000
YDR017C	IV	479115	482267	-	8	8.000
YDR018C	IV	482670	483860	-	21	21.000
YDR019C	IV	484163	485365	-	22	22.000
YDR020C	IV	485746	486444	-	8	8.000
YDR021W	IV	486804	488003	+	4	4.000
YDR022C	IV	488072	488662	-	7	7.000
tV(UAC)D	IV	488797	488870	-	0	0.000
YDR023W	IV	489508	490896	+	51	54.000
YDR024W	IV	491017	491502	+	0	0.000
YDR025W	IV	491515	492324	+	181	182.049
YDR026C	IV	492556	494268	-	9	9.000
YDR027C	IV	494649	497318	-	13	13.000
YDR028C	IV	497835	500879	-	17	17.000
YDR029W	IV	501100	501414	+	3	3.000
YDR030C	IV	501753	503273	-	13	13.000
YDR031W	IV	503498	503863	+	16	16.000
YDR032C	IV	504099	504695	-	330	330.000
YDR033W	IV	508147	509109	+	166	166.000
YDR034C	IV	509737	512109	-	8	8.000
YDR034C-D	IV	514043	519356	-	18	36.585
YDR034C-C	IV	518040	519356	-	0	0.000
tL(UAA)D	IV	519743	519826	+	0	0.000
YDR034C-A	IV	520516	520692	-	0	0.000
tQ(UUG)D1	IV	520972	521043	+	0	0.000
YDR034W-B	IV	521314	521469	+	30	30.000
YDR035W	IV	521816	522928	+	52	52.000
YDR036C	IV	523211	524713	-	47	47.000
YDR037W	IV	525440	527215	+	36	36.000
YDR038C	IV	527422	530697	-	5	10.909
YDR039C	IV	531307	534582	-	0	2.805
YDR040C	IV	535192	538467	-	3	10.286
YDR041W	IV	539803	540414	+	11	11.000
YDR042C	IV	540601	541203	-	0	0.000
snR47	IV	541602	541700	-	0	0.000
YDR043C	IV	542674	543369	-	53	53.000
YDR044W	IV	546642	547628	+	50	50.000
YDR045C	IV	547978	548310	-	9	9.000
YDR046C	IV	548762	550576	-	1	1.000
YDR047W	IV	551860	552948	+	59	59.000
YDR048C	IV	553084	553398	-	0	0.000
YDR049W	IV	553254	555152	+	10	10.000
YDR050C	IV	555726	556472	-	925	925.000
YDR051C	IV	557056	558060	-	14	14.000
YDR052C	IV	558511	560625	-	20	20.000
YDR053W	IV	560249	560644	+	0	0.000
YDR054C	IV	561440	562327	-	28	28.000
YDR055W	IV	563527	564861	+	312	312.872
YDR056C	IV	565023	565640	-	26	26.000
YDR057W	IV	565927	567555	+	10	10.000
YDR058C	IV	567723	568703	-	9	9.000
tR(UCU)D	IV	568882	568953	+	0	0.000
tD(GUC)D	IV	568964	569035	+	0	0.000
YDR059C	IV	569234	569770	-	95	95.000
YDR060W	IV	570649	573726	+	12	12.000
YDR061W	IV	574164	575783	+	25	25.000
YDR062W	IV	576474	578159	+	52	52.000
YDR063W	IV	578663	579112	+	24	24.000
YDR064W	IV	579458	580452	+	318	318.874
YDR065W	IV	580687	581784	+	2	2.000
YDR066C	IV	581908	582498	-	9	9.000
YDR067C	IV	582791	583465	-	9	9.000
YDR068W	IV	583713	584645	+	19	19.000
YDR069C	IV	584939	587719	-	9	9.000
YDR070C	IV	588098	588379	-	112	112.000
YDR071C	IV	588827	589402	-	26	26.000
YDR072C	IV	589761	591344	-	65	65.000
YDR073W	IV	592439	592948	+	36	36.000
YDR074W	IV	593893	596583	+	135	135.000
YDR075W	IV	597156	598082	+	13	13.000
YDR076W	IV	598468	599688	+	12	12.000
YDR077W	IV	600793	601809	+	5675	5680.742
YDR078C	IV	602198	602869	-	6	6.000
YDR079W	IV	603064	603399	+	9	9.000
YDR079C-A	IV	603593	603811	-	10	10.000
YDR080W	IV	604008	606986	+	8	8.000
YDR081C	IV	607304	610081	-	8	8.000
YDR082W	IV	610441	611925	+	8	8.571
YDR083W	IV	612073	613251	+	6	6.429
YDR084C	IV	613405	614004	-	23	23.000
YDR085C	IV	614288	616150	-	29	29.000
YDR086C	IV	616928	617170	-	68	68.000
YDR087C	IV	617470	618306	-	8	8.000
YDR088C	IV	618497	619645	-	3	3.000
tR(ACG)D	IV	619969	620041	-	0	0.000
YDR089W	IV	622112	624721	+	23	23.359
YDR090C	IV	625066	625998	-	20	20.000
YDR091C	IV	626708	628534	-	36	36.000
YDR092W	IV	629876	630605	+	33	33.000
YDR093W	IV	631282	636120	+	9	12.000
YDR094W	IV	635840	636175	+	0	0.000
YDR095C	IV	636117	636527	-	0	0.000
YDR096W	IV	637139	639823	+	41	41.000
YDR097C	IV	640109	643837	-	14	14.000
YDR098C	IV	644178	644930	-	29	29.000
tQ(UUG)D2	IV	645153	645224	-	0	0.000
YDR098C-B	IV	645858	651126	-	11	114.056
YDR098C-A	IV	649804	651126	-	0	0.000
YDR099W	IV	653607	654428	+	185	185.000
YDR100W	IV	655013	655444	+	77	77.000
YDR101C	IV	655686	657467	-	19	19.000
YDR102C	IV	657648	657980	-	2	2.000
YDR103W	IV	658350	661103	+	10	10.000
YDR104C	IV	661173	664910	-	3	3.000
YDR105C	IV	665349	666770	-	55	55.000
YDR106W	IV	667004	667858	+	0	0.000
tI(AAU)D	IV	668007	668080	-	0	0.000
YDR107C	IV	669016	671034	-	11	11.000
YDR108W	IV	671269	673365	+	13	13.000
YDR109C	IV	673520	675667	-	15	15.000
YDR110W	IV	676102	677802	+	5	5.000
YDR111C	IV	678241	679764	-	18	18.000
YDR112W	IV	679544	679852	+	0	0.000
YDR113C	IV	680496	681617	-	19	19.000
YDR114C	IV	681924	682226	-	2	2.000
YDR115W	IV	682175	682492	+	39	39.000
YDR116C	IV	682724	683581	-	18	18.000
YDR117C	IV	683946	685643	-	12	12.000
YDR118W	IV	685882	687840	+	7	8.000
YDR118W-A	IV	687768	687884	+	0	0.000
YDR119W	IV	688227	690533	+	30	30.000
YDR119W-A	IV	691014	691214	+	125	125.000
YDR120C	IV	691549	693261	-	7	7.000
YDR121W	IV	693585	694175	+	2	2.000
YDR122W	IV	694700	697894	+	31	31.000
YDR123C	IV	698554	699468	-	8	8.000
YDR124W	IV	700315	701289	+	8	8.000
YDR125C	IV	701397	702758	-	8	8.000
YDR126W	IV	703234	704244	+	27	27.000
YDR127W	IV	704484	709250	+	96	96.000
YDR128W	IV	709549	712995	+	12	12.000
YDR129C	IV	713340	715379	-	71	71.000
YDR130C	IV	715747	716622	-	11	11.000
YDR131C	IV	716790	718460	-	12	12.000
YDR132C	IV	718816	720303	-	12	12.000
YDR133C	IV	720962	721297	-	1217	1217.585
YDR135C	IV	723004	727551	-	58	58.000
YDR136C	IV	727711	728283	-	0	0.000
YDR137W	IV	728259	730250	+	14	14.000
YDR138W	IV	730578	732836	+	0	0.000
YDR139C	IV	733618	733924	-	25	25.000
